Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	GOSlim GOA Accession(s)	GOSlim GOA Description	HGNC symbol	Gene type
ENSG00000171867	4686236	4701590	1	GO:0006810	transport	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005856	cytoskeleton	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005886	plasma membrane	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0034641	cellular nitrogen compound metabolic process	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0007049	cell cycle	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0007155	cell adhesion	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005783	endoplasmic reticulum	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005829	cytosol	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005794	Golgi apparatus	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0007568	aging	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0050877	nervous system process	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0008092	cytoskeletal protein binding	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0055085	transmembrane transport	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0051604	protein maturation	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0008283	cell proliferation	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0022607	cellular component assembly	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0009058	biosynthetic process	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0006461	protein complex assembly	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0043234	protein complex	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005737	cytoplasm	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0007165	signal transduction	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0003674	molecular_function	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0002376	immune system process	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0006464	cellular protein modification process	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0019899	enzyme binding	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0008150	biological_process	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0003674	molecular_function	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005737	cytoplasm	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0022607	cellular component assembly	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0006461	protein complex assembly	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0008150	biological_process	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005886	plasma membrane	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005829	cytosol	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0043167	ion binding	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0065003	macromolecular complex assembly	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005575	cellular_component	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005634	nucleus	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0043226	organelle	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005635	nuclear envelope	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005623	cell	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005622	intracellular	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0003674	molecular_function	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0043167	ion binding	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0065003	macromolecular complex assembly	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005737	cytoplasm	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005829	cytosol	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005886	plasma membrane	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0022607	cellular component assembly	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0006461	protein complex assembly	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0008150	biological_process	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005623	cell	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005575	cellular_component	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005622	intracellular	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005634	nucleus	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0043226	organelle	PRNP	protein_coding
ENSG00000171867	4686236	4701590	1	GO:0005635	nuclear envelope	PRNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0009058	biosynthetic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0034641	cellular nitrogen compound metabolic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0008150	biological_process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043167	ion binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003674	molecular_function	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003677	DNA binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005623	cell	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043226	organelle	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005622	intracellular	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005634	nucleus	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005575	cellular_component	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005622	intracellular	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005623	cell	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005575	cellular_component	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005634	nucleus	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043226	organelle	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003677	DNA binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003674	molecular_function	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0009058	biosynthetic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043167	ion binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0008150	biological_process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0034641	cellular nitrogen compound metabolic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043167	ion binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005575	cellular_component	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005622	intracellular	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005576	extracellular region	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005615	extracellular space	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043226	organelle	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005634	nucleus	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005623	cell	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003674	molecular_function	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003677	DNA binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0006464	cellular protein modification process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0008150	biological_process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0000003	reproduction	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0040007	growth	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0000902	cell morphogenesis	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0048856	anatomical structure development	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0030154	cell differentiation	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0007267	cell-cell signaling	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0008219	cell death	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005737	cytoplasm	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0042592	homeostatic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0034641	cellular nitrogen compound metabolic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0044281	small molecule metabolic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0009058	biosynthetic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0022607	cellular component assembly	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0050877	nervous system process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0008092	cytoskeletal protein binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043167	ion binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0008150	biological_process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0034641	cellular nitrogen compound metabolic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0009058	biosynthetic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003677	DNA binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003674	molecular_function	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005623	cell	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005622	intracellular	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005575	cellular_component	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005634	nucleus	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043226	organelle	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0034641	cellular nitrogen compound metabolic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0008150	biological_process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043167	ion binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0009058	biosynthetic process	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003674	molecular_function	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0003677	DNA binding	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005575	cellular_component	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0043226	organelle	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005634	nucleus	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005622	intracellular	ADNP	protein_coding
ENSG00000101126	50888919	50931240	-1	GO:0005623	cell	ADNP	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005975	carbohydrate metabolic process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0008150	biological_process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0006464	cellular protein modification process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0009058	biosynthetic process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0006629	lipid metabolic process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005783	endoplasmic reticulum	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0044281	small molecule metabolic process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005737	cytoplasm	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005634	nucleus	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005575	cellular_component	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0043226	organelle	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005623	cell	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005622	intracellular	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0003674	molecular_function	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0016757	transferase activity, transferring glycosyl groups	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005575	cellular_component	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005622	intracellular	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0005623	cell	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0034641	cellular nitrogen compound metabolic process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0008150	biological_process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0044281	small molecule metabolic process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0006629	lipid metabolic process	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0043226	organelle	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0003674	molecular_function	DPM1	protein_coding
ENSG00000000419	50934867	50958555	-1	GO:0016757	transferase activity, transferring glycosyl groups	DPM1	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005737	cytoplasm	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0043234	protein complex	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005829	cytosol	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0006810	transport	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0008150	biological_process	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005623	cell	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005575	cellular_component	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005622	intracellular	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005575	cellular_component	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005623	cell	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005622	intracellular	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0006810	transport	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0008150	biological_process	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0043234	protein complex	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005737	cytoplasm	BCAS4	protein_coding
ENSG00000124243	50794894	50882676	1	GO:0005829	cytosol	BCAS4	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0005575	cellular_component	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0005623	cell	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0004871	signal transducer activity	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0005622	intracellular	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0042592	homeostatic process	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0007267	cell-cell signaling	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0048856	anatomical structure development	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0007165	signal transduction	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0034641	cellular nitrogen compound metabolic process	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0006259	DNA metabolic process	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0005886	plasma membrane	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0008283	cell proliferation	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0003674	molecular_function	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0003013	circulatory system process	ADRA1D	protein_coding
ENSG00000171873	4220631	4249074	-1	GO:0008150	biological_process	ADRA1D	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0002376	immune system process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006950	response to stress	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0003674	molecular_function	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005575	cellular_component	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005622	intracellular	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005623	cell	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0007165	signal transduction	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0008150	biological_process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006464	cellular protein modification process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005737	cytoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0030154	cell differentiation	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043234	protein complex	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0019899	enzyme binding	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005829	cytosol	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0034641	cellular nitrogen compound metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006259	DNA metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0009058	biosynthetic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005654	nucleoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005634	nucleus	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043226	organelle	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005615	extracellular space	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005576	extracellular region	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005737	cytoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0019899	enzyme binding	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0030154	cell differentiation	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043234	protein complex	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0009058	biosynthetic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005829	cytosol	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0034641	cellular nitrogen compound metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006259	DNA metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005615	extracellular space	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005576	extracellular region	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043226	organelle	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005634	nucleus	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005654	nucleoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0003674	molecular_function	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005575	cellular_component	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005622	intracellular	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005623	cell	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006464	cellular protein modification process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0007165	signal transduction	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0008150	biological_process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0002376	immune system process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006950	response to stress	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005654	nucleoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005634	nucleus	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043226	organelle	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005615	extracellular space	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005576	extracellular region	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0002376	immune system process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006950	response to stress	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0003674	molecular_function	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0007165	signal transduction	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0008150	biological_process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006464	cellular protein modification process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005575	cellular_component	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005622	intracellular	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005623	cell	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006259	DNA metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0034641	cellular nitrogen compound metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0009058	biosynthetic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005737	cytoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0030154	cell differentiation	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043234	protein complex	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0019899	enzyme binding	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005829	cytosol	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005576	extracellular region	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005615	extracellular space	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043226	organelle	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005634	nucleus	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005654	nucleoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0002376	immune system process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006950	response to stress	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0003674	molecular_function	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0007165	signal transduction	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0008150	biological_process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005575	cellular_component	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005622	intracellular	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005623	cell	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006464	cellular protein modification process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005737	cytoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005829	cytosol	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0034641	cellular nitrogen compound metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006259	DNA metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0009058	biosynthetic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0019899	enzyme binding	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0030154	cell differentiation	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043234	protein complex	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0030154	cell differentiation	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043234	protein complex	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0019899	enzyme binding	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006259	DNA metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0034641	cellular nitrogen compound metabolic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005737	cytoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005829	cytosol	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0009058	biosynthetic process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005654	nucleoplasm	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005634	nucleus	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0043226	organelle	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005615	extracellular space	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005576	extracellular region	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006464	cellular protein modification process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0007165	signal transduction	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0008150	biological_process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005575	cellular_component	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005622	intracellular	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0005623	cell	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0003674	molecular_function	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0002376	immune system process	UBE2V1	protein_coding
ENSG00000244687	50081124	50115959	-1	GO:0006950	response to stress	UBE2V1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0044281	small molecule metabolic process	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0006629	lipid metabolic process	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0006950	response to stress	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0008219	cell death	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0005737	cytoplasm	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0019899	enzyme binding	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0040011	locomotion	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0048870	cell motility	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0043167	ion binding	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0007165	signal transduction	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0022607	cellular component assembly	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0034330	cell junction organization	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0005575	cellular_component	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0005622	intracellular	SNAI1	protein_coding
ENSG00000124216	49982999	49988886	1	GO:0005634	nucleus	SNAI1	protein_coding
